	item_id	book_instance	reports_policy_legislation_and_technical_documentation_instance	databases_instance	academic_scientific	news_media_sources	wiki	category	Item label	Item ID	Weighted ORES Score
705	Q103609	5	0	0	0	0	0	human	Tim Sandtler	Q103609	3.04
707	Q103610	7	0	0	0	0	2	human	Helmuth von Ruckteschell	Q103610	3.01
709	Q103619	4	0	0	0	0	0	human	Paul Grottkau	Q103619	2.99
711	Q103622	8	0	0	0	0	1	human	Rolf Hagedorn	Q103622	3.9
713	Q103633	4	0	0	0	0	0	human	Paul Schulte	Q103633	3.03
715	Q103647	5	0	0	0	0	0	human	Erivan Haub	Q103647	3.88
717	Q103743	7	0	0	0	0	0	human	Ernst Heinrich Toelken	Q103743	3.44
719	Q103745	11	0	3	0	0	0	human	Johann Georg Gödelmann	Q103745	3.8
721	Q103750	16	0	1	0	0	1	human	Dieter Vieweger	Q103750	3.91
723	Q103772	1	0	9	0	0	1	human	Jörg Lucke	Q103772	3.93
725	Q103780	4	0	4	0	0	1	human	Hugo Hartung	Q103780	3.93
727	Q103795	7	0	9	0	0	1	human	Leo VI	Q103795	4.66
729	Q103798	3	0	2	0	0	0	human	Ottomar Geschke	Q103798	3.97
731	Q103836	13	0	0	0	0	1	human	Josef Felder	Q103836	4.05
733	Q103839	6	0	1	0	0	0	human	Julien Haggége	Q103839	3.86
735	Q103861	16	0	2	0	0	0	human	Christian Ahrendt	Q103861	3.9
737	Q103865	9	0	3	0	0	0	human	Johann August Nösselt	Q103865	3.95
739	Q103871	5	0	3	3	0	0	human	Beate Mainka-Jellinghaus	Q103871	3.66
741	Q103885	5	0	0	0	0	1	human	Jürgen P.K. Grunau	Q103885	2.95
743	Q103917	14	0	21	0	0	6	human	Steven Soderbergh	Q103917	4.95
745	Q103938	3	0	1	0	0	0	human	Burkard Zamels	Q103938	3.85
747	Q103939	15	0	21	0	0	14	human	Charlie Sheen	Q103939	4.92
749	Q103944	5	0	0	0	0	0	human	Heinrich von Brunck	Q103944	3.83
751	Q103956	5	0	2	0	0	0	human	Paul Dittel	Q103956	3.84
753	Q103973	12	0	2	0	0	0	human	Roland Gräf	Q103973	3.92
755	Q103980	7	0	0	0	0	4	human	Christian Edward Detmold	Q103980	3.91
757	Q104003	11	0	1	0	0	1	human	Theodor von Brand	Q104003	3.18
759	Q104023	10	0	0	0	0	1	human	Berthold Bahnsen	Q104023	3.77
761	Q104024	2	0	1	0	0	0	human	Johann Heinrich Christian du Plath	Q104024	3.78
763	Q104040	13	0	6	0	0	1	human	Gerard Radnitzky	Q104040	3.93
765	Q104054	6	0	3	0	0	0	human	Georg Johannes Conradi	Q104054	3.82
767	Q104070	3	0	1	0	0	0	human	Carl Friedrich Ulrich von Ahlefeldt	Q104070	2.99
769	Q104073	5	0	2	0	0	0	human	Heinz Dunkhase	Q104073	3.79
771	Q104081	22	0	28	0	0	7	human	Mickey Rooney	Q104081	4.92
773	Q104084	11	0	1	0	0	1	human	Günter Naumann	Q104084	4.28
775	Q104093	3	0	0	0	0	0	human	Wilhelm Krasnapolsky	Q104093	2.99
777	Q104100	1	0	6	0	0	0	human	Otto of Hesse	Q104100	3.92
779	Q104110	6	0	1	0	0	0	human	Remo Park	Q104110	3.18
781	Q104120	4	0	1	0	0	0	human	Elisabeth Eichholz	Q104120	3.1
783	Q104138	7	0	0	0	0	0	human	Franz Schrönghamer-Heimdal	Q104138	3.1
785	Q104145	6	0	0	0	0	0	human	Johann Joseph Scherer	Q104145	3.86
787	Q104154	11	0	9	0	0	1	human	Urbain Le Verrier	Q104154	4.93
789	Q104166	8	0	2	0	0	0	human	Ulla Kock am Brink	Q104166	3.81
791	Q104169	4	0	1	0	0	0	human	Hermann Abeken	Q104169	3.81
793	Q104181	9	0	0	0	0	0	human	Ralf Bursy	Q104181	3.14
795	Q104184	12	0	1	0	0	1	human	Eberhard Junkersdorf	Q104184	3.95
797	Q104193	4	0	0	0	0	0	human	Gert Haller	Q104193	3.79
799	Q104194	3	0	1	0	0	2	human	Paul-Werner Hozzel	Q104194	3.0
801	Q104205	5	0	6	0	0	0	human	Eugene II	Q104205	4.48
803	Q104220	1	0	1	0	0	0	human	Volkert Merl	Q104220	3.2
805	Q104224	6	0	0	0	0	0	human	Evelyn Hecht-Galinski	Q104224	3.83
807	Q104226	4	0	2	0	0	1	human	Rosine Elisabeth Menthe	Q104226	3.7
809	Q104228	12	0	1	0	0	1	human	Markus Naewie	Q104228	3.85
811	Q104233	11	0	9	0	0	0	human	Conrad Vetter	Q104233	3.5
813	Q104237	10	0	1	0	0	2	human	Johannes Versmann	Q104237	3.23
815	Q104241	6	0	0	0	0	0	human	Otto Bang-Haas	Q104241	3.88
817	Q104258	16	0	6	0	0	0	human	Dieter Arnold	Q104258	4.06
819	Q104265	16	0	4	0	0	0	human	Wilhelm Flitner	Q104265	3.94
821	Q104267	24	0	6	0	0	2	human	Theodor Litt	Q104267	4.21
823	Q104270	7	0	2	0	0	0	human	Krystyna Kuhn	Q104270	3.93
825	Q104274	16	0	0	0	0	0	human	Heinrich Schmidt	Q104274	3.92
827	Q104283	11	0	1	0	0	0	human	Johannes Nollé	Q104283	3.17
829	Q104296	14	0	0	0	0	0	human	Herman Schiller	Q104296	3.25
831	Q104329	18	0	0	0	0	0	human	Wilhelm Nölling	Q104329	3.89
833	Q104362	3	0	3	0	0	0	human	Heinrich Schneidereit	Q104362	3.01
835	Q104364	7	0	2	0	0	0	human	Karsten Speck	Q104364	3.96
837	Q104377	5	0	5	0	0	0	human	Sonja Baum	Q104377	3.97
839	Q104384	8	0	3	0	0	0	human	Jeyz	Q104384	3.03
841	Q104386	4	0	7	0	0	1	human	Derrick Taylor	Q104386	3.94
843	Q104390	3	0	3	1	0	0	human	Wilhelm Steuerwaldt	Q104390	3.91
845	Q104392	17	0	13	0	0	6	human	Mohamed Naguib	Q104392	4.76
847	Q104395	2	0	0	0	0	0	human	Herbert Garvens	Q104395	3.01
849	Q1044	74	30	109	0	0	2	country	Sierra Leone	Q1044	4.94
851	Q104403	7	0	0	0	0	0	human	Hans-Joachim Hoffmann	Q104403	4.31
853	Q104414	12	0	1	0	0	0	human	Manfred Geis	Q104414	3.54
855	Q104440	10	0	4	0	0	0	human	Vladimir Milojčić	Q104440	3.93
857	Q104445	5	0	6	0	0	0	human	Carl-Dietrich von Trotha	Q104445	3.03
859	Q104446	1	0	1	0	0	0	human	Friedrich Grimm	Q104446	3.01
861	Q104448	6	0	2	0	0	0	human	Mauritius Knauer	Q104448	3.07
863	Q104473	35	0	1	0	0	0	human	Rudolf Kögel	Q104473	3.72
865	Q104485	7	0	0	0	0	0	human	Manfred Sapper	Q104485	3.85
867	Q104492	7	0	0	0	0	0	human	Norbert Neuser	Q104492	3.87
869	Q104507	2	0	1	0	0	0	human	Erwin Hasbach	Q104507	3.24
871	Q104522	4	0	3	0	0	0	human	Martin Melzer	Q104522	2.99
873	Q104533	21	0	5	0	0	1	human	Reinhard Löw	Q104533	3.94
875	Q104543	27	0	2	0	0	0	human	Hajo Holborn	Q104543	3.98
877	Q104550	7	0	5	0	0	0	human	Christian Albert, Burgrave and Count of Dohna	Q104550	3.88
879	Q104556	5	0	2	0	0	0	human	Eduard Ritter von Weber	Q104556	3.75
881	Q104568	5	0	5	0	0	0	human	Hans Leibelt	Q104568	3.95
883	Q104588	3	0	0	0	0	0	human	Juergen Fitschen	Q104588	3.49
885	Q104600	7	0	9	0	0	0	human	Jack Szostak	Q104600	4.39
887	Q104636	4	0	0	0	0	0	human	Carl Herlitz	Q104636	2.99
889	Q104640	6	0	0	0	0	0	human	Lina Van de Mars	Q104640	3.0
891	Q104650	6	0	4	0	0	1	human	Nina Blazon	Q104650	3.93
893	Q104666	5	0	0	0	0	0	human	Esther von Kirchbach	Q104666	3.86
895	Q104672	5	0	0	0	0	2	human	Andreas Sidon	Q104672	3.52
897	Q104686	3	0	3	0	0	0	human	Georg Köberle	Q104686	3.91
899	Q104695	6	0	0	0	0	0	human	Harry Blum	Q104695	3.1
901	Q104702	9	0	1	0	0	0	human	Jutta Wachowiak	Q104702	4.26
903	Q104718	4	0	0	0	0	3	human	Friedrich Gustav Jaeger	Q104718	3.58
905	Q104722	4	0	0	0	0	0	human	Johann Steininger	Q104722	3.9
907	Q104732	4	0	2	0	0	0	human	Willi Schäferdiek	Q104732	3.71
909	Q104739	12	0	12	0	0	0	human	Jean-Théodore Laurent	Q104739	3.54
911	Q104744	6	0	1	0	0	0	human	Buket Alakuş	Q104744	3.16
913	Q104757	18	0	2	0	0	1	human	Hans-Peter Schwarz	Q104757	3.82
915	Q104768	2	0	1	0	0	0	human	Richard Ernst Kepler	Q104768	3.86
917	Q104776	6	0	0	0	0	2	human	August von Finck	Q104776	3.1
919	Q104785	3	0	7	0	0	0	human	Countess Palatine Dorothea of Simmern	Q104785	4.0
921	Q104788	2	0	1	0	0	0	human	Mac Gerdts	Q104788	2.99
923	Q104796	6	0	0	0	0	0	human	Dantes Diwiak	Q104796	3.0
925	Q104803	11	0	0	0	0	2	human	Angela Finger-Erben	Q104803	3.01
927	Q104807	8	0	2	0	0	1	human	Adolf Winkelmann	Q104807	3.26
929	Q104824	13	0	2	0	0	0	human	Winfried Fluck	Q104824	3.8
931	Q104830	17	0	4	0	0	0	human	Volkmar Braunbehrens	Q104830	3.8
933	Q104863	1	0	0	0	0	0	human	Holger Kleinbub	Q104863	3.7
935	Q104881	9	0	1	0	1	0	human	Kerstin Westphal	Q104881	3.71
937	Q104892	5	0	0	0	0	0	human	Paul Peikert	Q104892	3.14
939	Q104895	14	0	3	0	0	0	human	Herbert Vorgrimler	Q104895	3.9
941	Q1049	18	29	108	6	0	5	country	Sudan	Q1049	4.94
943	Q104901	1	0	5	0	0	4	human	Hugo III. Henckel von Donnersmarck	Q104901	3.82
945	Q104902	8	0	7	0	0	1	human	Fred Apke	Q104902	3.86
947	Q104922	5	0	0	0	0	0	human	Balthasar Trischberger	Q104922	2.96
949	Q104925	22	0	3	0	0	2	human	Anna Loos	Q104925	4.28
951	Q10494	15	0	12	0	1	1	human	Alain Prost	Q10494	4.85
953	Q104961	9	0	0	0	0	0	human	Tim Toupet	Q104961	3.82
955	Q104964	11	0	0	0	0	0	human	Walter Riezler	Q104964	3.94
957	Q104986	2	0	0	0	0	0	human	Cornelius Boersch	Q104986	3.65
959	Q104992	13	0	1	0	4	1	human	Stefan Dittrich	Q104992	3.93
961	Q105001	12	0	1	0	0	0	human	Horst Krause	Q105001	4.44
963	Q105004	3	0	0	0	0	0	human	Sebastian Piersig	Q105004	3.0
965	Q105013	24	0	7	0	0	1	human	Friedrich Wilhelm I of Prussia	Q105013	4.95
967	Q105030	8	0	0	0	0	1	human	Jakob Kinau	Q105030	3.06
969	Q105032	6	0	1	0	0	0	human	Friedrich Leopold Woeste	Q105032	3.04
971	Q105038	9	0	0	0	0	0	human	Heinz Lemmermann	Q105038	3.71
973	Q105046	10	0	0	0	0	0	human	Wolfgang Ontijd	Q105046	3.43
975	Q105064	4	0	2	0	0	0	human	Gerhard Krug	Q105064	3.87
977	Q105082	3	0	2	0	0	0	human	Eva Brumby	Q105082	3.86
979	Q105093	4	0	0	0	0	0	human	Peter Honnen	Q105093	3.25
981	Q105096	11	0	1	0	0	0	human	Benjamin Reichert	Q105096	3.35
983	Q105100	3	0	1	0	0	0	human	Franz Kasimir von Kleist	Q105100	3.0
985	Q105106	3	0	0	0	0	0	human	Klaus Praefcke	Q105106	3.83
987	Q105107	8	0	2	0	0	1	human	Friedrich Wilhelm Schulz	Q105107	3.61
989	Q105118	30	0	20	0	1	11	human	Sidney Sheldon	Q105118	4.92
991	Q105122	3	0	0	0	0	1	human	Hans Michahelles	Q105122	3.04
993	Q105126	2	0	3	0	0	1	human	Maximilian von Laffert	Q105126	3.09
995	Q105138	8	0	0	0	0	0	human	Kurt Waitzmann	Q105138	3.88
997	Q105140	1	0	2	0	0	0	human	Fritz Kronenberg	Q105140	3.89
999	Q105144	7	0	1	0	0	0	human	Annett Culp	Q105144	3.85
1001	Q105149	5	0	0	0	0	0	human	Alexa Maria Surholt	Q105149	3.2
1003	Q105167	33	0	15	0	0	5	human	Tom Clancy	Q105167	4.94
1005	Q105169	2	0	0	0	0	0	human	Hildegard Kwandt	Q105169	2.99
1007	Q105192	7	0	0	0	0	0	human	Ursula Sieg	Q105192	3.66
1009	Q105193	10	0	0	0	0	1	human	Maria Brockerhoff	Q105193	3.8
1011	Q105197	19	0	2	0	0	0	human	Wolfgang Kemp	Q105197	4.08
1013	Q105204	5	0	4	0	0	0	human	Bartholomäus Crasselius	Q105204	3.57
1015	Q105221	16	0	18	0	0	4	human	Dan Aykroyd	Q105221	4.96
1017	Q105236	38	0	7	0	0	1	human	Theodor von der Goltz	Q105236	3.72
1019	Q105255	8	0	1	0	0	0	human	Wolfgang Wiegard	Q105255	3.89
1021	Q105273	8	0	0	0	0	0	human	Gerhart Eisler	Q105273	3.96
1023	Q105291	5	0	0	0	0	0	human	Antonia Becherer	Q105291	3.01
1025	Q105292	8	0	1	0	0	0	human	Fortunatus Hueber	Q105292	3.09
1027	Q105311	11	0	1	0	0	0	human	Johann Georg Veit Engelhardt	Q105311	3.39
1029	Q105321	10	0	0	0	0	1	human	Carolyn Breuer	Q105321	3.92
1031	Q105335	10	0	9	0	0	0	human	Joachim Count of Schönburg-Glauchau	Q105335	4.25
1033	Q105338	11	0	8	0	0	0	human	Geert Wilders	Q105338	4.84
1035	Q105340	9	0	0	0	0	0	human	Johann von Berenberg-Gossler	Q105340	3.68
1037	Q105350	7	0	1	0	0	0	human	William, Margrave of Hachberg-Sausenberg	Q105350	3.32
1039	Q105351	5	0	0	0	0	0	human	Ernst Träger	Q105351	3.12
1041	Q105361	2	0	0	0	0	0	human	Wilhelm Nienstädt	Q105361	3.83
1043	Q105377	4	0	2	0	0	1	human	Hans Staininger	Q105377	3.04
1045	Q105382	2	0	2	0	0	0	human	Friedrich Oswald Sauerbronn	Q105382	3.0
1047	Q105383	7	0	5	0	0	0	human	Anton Aloys Timpe	Q105383	3.81
1049	Q105396	5	0	1	0	0	0	human	Hermann Boost	Q105396	3.04
1051	Q105400	7	0	0	0	0	0	human	Dieter Vollhardt	Q105400	3.86
1053	Q105401	10	0	4	0	0	1	human	Erich Waetzmann	Q105401	3.91
1055	Q105403	14	0	1	0	0	0	human	Otto von Helversen	Q105403	3.91
1057	Q105411	9	0	2	0	0	0	human	Ferdinand Schleicher	Q105411	3.47
1059	Q105421	4	0	3	0	0	1	human	Hanno Brühl	Q105421	3.9
1061	Q105427	5	0	3	0	0	0	human	Thomas Georg Driendl	Q105427	3.12
1063	Q105442	8	0	0	0	0	0	human	Hermann Maas	Q105442	3.59
1065	Q105456	7	0	4	0	0	0	human	Wilhelm Zangemeister	Q105456	3.91
1067	Q105461	8	0	0	0	0	0	human	Georg Bamberg	Q105461	3.74
1069	Q105466	3	0	9	0	0	1	human	Bonnie Wright	Q105466	3.5
1071	Q105491	7	0	2	0	0	1	human	Hans Reiser	Q105491	4.03
1073	Q105502	2	0	0	0	0	0	human	Zofia Garden	Q105502	3.32
1075	Q105509	7	0	3	0	0	0	human	Wilhelm Büchner	Q105509	3.72
1077	Q105510	0	0	6	0	0	1	human	Melchior Bauer	Q105510	3.09
1079	Q105517	6	0	1	0	0	0	human	Thomas Schumacher	Q105517	3.12
1081	Q105519	7	0	1	0	0	1	human	Carl-A. Fechner	Q105519	3.01
1083	Q105541	9	0	0	0	0	0	human	Aennchen Schumacher	Q105541	3.02
1085	Q105550	13	1	3	0	0	2	human	Rod Laver	Q105550	4.83
1087	Q105553	2	0	1	0	0	0	human	Georg Wenzelburger	Q105553	3.01
1089	Q105558	20	0	2	0	0	2	human	Mark Forster	Q105558	4.56
1091	Q105565	9	0	0	0	0	0	human	Julius Bredt	Q105565	3.57
1093	Q105566	17	0	4	0	0	0	human	Heinrich Rombach	Q105566	4.27
1095	Q105593	11	0	0	0	0	0	human	Friedrich Siegmund-Schultze	Q105593	3.94
1097	Q1056	10	0	21	1	0	10	human	Italo Balbo	Q1056	4.76
1099	Q105603	9	0	3	0	0	0	human	Franz Martin Hilgendorf	Q105603	3.86
1101	Q105606	3	0	0	0	0	0	human	August von Finck	Q105606	3.8
1103	Q105634	3	0	2	0	0	1	human	Elisabeth zu Carolath-Beuthen	Q105634	3.02
1105	Q105644	15	0	2	0	0	0	human	Andreas Sohn	Q105644	3.89
1107	Q105649	19	0	11	0	0	0	human	Michael Neander	Q105649	3.79
1109	Q105652	10	0	3	0	0	0	human	Paul Hambruch	Q105652	3.87
1111	Q105660	17	0	10	0	0	4	human	Holly Hunter	Q105660	4.93
1113	Q105679	8	0	4	0	0	1	human	Grit Boettcher	Q105679	3.92
1115	Q105685	2	0	0	0	0	0	human	Hartmut Ostrowski	Q105685	3.72
1117	Q105705	22	0	3	0	0	0	human	Ruth Ziesak	Q105705	3.95
1119	Q105720	8	0	1	0	0	0	human	Anton Schelkopf	Q105720	3.88
1121	Q105735	2	0	0	0	0	0	human	Albrecht Kronenberger	Q105735	3.0
1123	Q105754	4	0	0	0	0	0	human	Beate Faßnacht	Q105754	3.64
1125	Q105761	9	0	3	0	1	0	human	Klaus Buchner	Q105761	3.87
1127	Q105767	6	0	0	0	0	0	human	Gottfried Fritzsche	Q105767	3.77
1129	Q10577	10	0	10	0	0	2	human	Tom Cleverley	Q10577	4.29
1131	Q105774	1	0	0	0	0	0	human	Wilhelm Wittbrodt	Q105774	2.98
1133	Q105796	6	0	7	0	0	0	human	Heinrich Greif	Q105796	4.0
1135	Q105798	9	0	5	0	0	0	human	Johannes Ranke	Q105798	3.93
1137	Q1058	30	13	13	3	24	0	human	Narendra Modi	Q1058	4.94
1139	Q105803	0	0	6	0	0	0	human	Eduard Wüst	Q105803	3.74
1141	Q105805	3	0	7	0	0	1	human	Friedrich Ludwig Aster	Q105805	3.08
1143	Q105817	26	0	12	0	0	4	human	Kevin Kline	Q105817	4.94
1145	Q105819	7	0	3	0	0	1	human	Ludwig Seitz	Q105819	3.16
1147	Q105825	17	0	16	0	0	6	human	William Hurt	Q105825	4.95
1149	Q105838	10	0	5	0	0	3	human	Marion Bartoli	Q105838	4.52
1151	Q105850	2	0	3	0	0	1	human	William II of Jülich	Q105850	3.02
1153	Q105856	1	0	0	0	0	0	human	Theo Benesch	Q105856	2.99
1155	Q105859	2	0	2	0	0	1	human	Johann Kantschuster	Q105859	2.99
1157	Q105862	1	0	0	0	0	0	human	Otto Ley	Q105862	2.99
1159	Q105873	13	0	11	0	0	2	human	Timm Ulrichs	Q105873	4.54
1161	Q105874	1	0	0	0	0	0	human	Wilhelm Neveling	Q105874	3.31
1163	Q105887	9	0	7	0	0	1	human	Hugo Almeida	Q105887	4.48
1165	Q105892	1	0	1	0	0	0	human	Max Kämper	Q105892	3.0
1167	Q10590	3	0	1	0	0	0	human	Gavin Mahon	Q10590	3.31
1169	Q105919	8	0	1	0	0	0	human	Rudolf Tischner	Q105919	3.79
1171	Q105927	15	1	14	2	1	0	human	Ei-ichi Negishi	Q105927	4.41
1173	Q105934	6	0	0	0	0	0	human	Edgar Jaffé	Q105934	3.87
1175	Q105936	16	0	4	0	0	0	human	Gertrud Pätsch	Q105936	3.32
1177	Q105939	16	0	5	0	0	1	human	Siegfried Passarge	Q105939	4.41
1179	Q105968	1	0	1	0	0	0	human	Isabella Gräfin von Tauffkirchen-Engelberg	Q105968	2.29
1181	Q105974	8	0	0	0	0	2	human	Sascha Funke	Q105974	3.0
1183	Q105987	13	0	14	0	0	2	human	Charles Boyer	Q105987	4.86
1185	Q105991	12	0	0	0	0	0	human	Hermann Lindemann	Q105991	3.09
1187	Q105995	8	0	1	0	0	0	human	Albert Sauer	Q105995	3.35
1189	Q106002	12	0	10	0	0	0	human	Johan Albrecht de Mandelslo	Q106002	3.33
1191	Q106018	13	0	3	0	0	0	human	Sten Nadolny	Q106018	4.21
1193	Q106023	10	0	0	0	0	0	human	Paul Schwarz	Q106023	3.85
1195	Q106026	17	0	9	0	0	1	human	Arius	Q106026	4.31
1197	Q106031	18	0	6	1	0	1	human	Majid Samii	Q106031	3.87
1199	Q106040	4	0	0	0	0	0	human	Adolf Rübe	Q106040	2.25
1201	Q106057	24	0	20	0	0	3	human	Yves Montand	Q106057	4.9
1203	Q106060	9	0	0	0	0	1	human	Dagmar Metzger	Q106060	3.43
1205	Q106074	2	0	0	0	0	0	human	Hans Wilhelm Blomberg	Q106074	3.0
1207	Q106083	6	0	11	0	0	2	human	Olga Grjasnowa	Q106083	4.25
1209	Q106086	17	0	0	0	0	0	human	Betty Heimann	Q106086	3.35
1211	Q106091	6	0	2	0	0	0	human	Georg Reimann	Q106091	3.51
1213	Q106093	4	0	0	0	0	1	human	Klaus Schnellenkamp	Q106093	3.06
1215	Q106121	15	0	12	0	0	1	human	Karl Haffner	Q106121	3.96
1217	Q106143	16	0	16	0	0	1	human	Samuel Pepys	Q106143	4.5
1219	Q106156	10	0	1	0	0	0	human	Gustav von Mandry	Q106156	3.91
1221	Q106164	7	0	8	0	0	0	human	João Bernardo Vieira	Q106164	4.53
1223	Q106175	20	0	16	0	0	7	human	John Cusack	Q106175	4.71
1225	Q106197	5	0	2	0	0	0	human	Leo Lasko	Q106197	3.0
1227	Q106207	15	0	2	0	0	0	human	Peter Straub	Q106207	4.31
1229	Q106225	16	0	13	0	3	2	human	Jean Yanne	Q106225	4.86
1231	Q106242	5	0	2	0	0	0	human	Beate Berger	Q106242	2.45
1233	Q106263	5	0	5	0	0	0	human	Richard Voigtel	Q106263	3.92
1235	Q106326	8	0	13	0	0	1	human	Jean-Claude Brialy	Q106326	4.14
1237	Q106333	2	0	1	0	0	1	artefact	Maundy Thursday	Q106333	3.65
1239	Q106338	3	0	0	0	0	0	human	Johann Christoph Berens	Q106338	3.85
1241	Q106340	1	0	1	0	0	0	human	Bertolt Flick	Q106340	2.98
1243	Q106358	3	0	6	1	0	0	human	Leonhard Dientzenhofer	Q106358	3.92
1245	Q106374	198	0	11	0	0	0	human	Alexander Khalifman	Q106374	4.71
1247	Q106376	11	0	1	0	0	0	human	Otto Schlüter	Q106376	4.48
1249	Q106385	11	0	3	0	0	0	human	Wolfgang Schirmacher	Q106385	3.9
1251	Q106393	11	0	6	0	0	0	human	Liesl Karlstadt	Q106393	4.05
1253	Q106405	6	0	0	0	0	1	human	Ulrike Herrmann	Q106405	3.94
1255	Q106406	5	0	1	0	0	0	human	Gabriele Beyerlein	Q106406	3.79
1257	Q106415	17	0	1	0	0	0	human	Ixi	Q106415	3.92
1259	Q106421	3	0	0	0	0	0	human	Hannes Flesner	Q106421	3.04
1261	Q106430	4	0	1	0	0	1	human	Franz Fischer	Q106430	3.84
1263	Q106445	3	0	4	0	0	0	human	Lothar Vetterke	Q106445	3.02
1265	Q106446	3	0	5	0	0	1	human	Laura Garavini	Q106446	3.95
1267	Q106451	3	0	4	0	0	1	human	Lutz Wadehn	Q106451	3.53
1269	Q106452	8	0	0	0	0	0	human	Leonhard Seiderer	Q106452	3.22
1271	Q106459	14	0	5	0	0	0	human	Bernhard Neutsch	Q106459	3.82
1273	Q106461	6	0	2	0	0	0	human	Gina Falckenberg	Q106461	3.92
1275	Q106463	10	0	0	0	0	0	human	Markus	Q106463	3.87
1277	Q106468	7	0	8	0	0	2	human	Josef Ferstl	Q106468	3.45
1279	Q106471	8	0	7	0	1	1	human	Richard F. Heck	Q106471	4.79
1281	Q106480	9	0	4	0	0	0	human	Joachim Gruber	Q106480	3.12
1283	Q106515	22	0	6	0	0	2	human	Jacob von Staehlin	Q106515	4.04
1285	Q106521	3	0	0	0	0	0	human	Konrad Schuller	Q106521	3.03
1287	Q106527	2	0	2	0	0	0	human	Rudolf Knietsch	Q106527	3.98
1289	Q106546	10	0	3	0	0	0	human	Beno Budar	Q106546	3.76
1291	Q106548	6	0	1	0	0	3	human	Maybrit Illner	Q106548	4.18
1293	Q106572	6	0	1	0	0	0	human	Hans-Laurin Beyerling	Q106572	3.91
1295	Q106579	12	0	2	0	0	1	human	Millane Fernandez	Q106579	3.49
1297	Q106580	19	0	3	0	0	4	human	C. E. A. Wichmann	Q106580	3.92
1299	Q106592	13	0	9	0	0	4	human	Sabine Azéma	Q106592	4.76
1301	Q106600	15	0	3	0	0	1	human	Herbert Heckmann	Q106600	3.9
1303	Q106603	23	0	9	0	0	2	human	Friedrich Spielhagen	Q106603	4.17
1305	Q106604	1	0	0	0	0	0	human	Hans Müller von Bulgenbach	Q106604	3.03
1307	Q106608	10	0	1	0	0	1	human	Willi Heinrich	Q106608	3.97
1309	Q106610	14	0	10	0	0	0	human	Manfred Hausmann	Q106610	4.01
1311	Q106642	6	0	3	0	0	0	human	Walter of Speyer	Q106642	3.87
1313	Q106644	15	0	1	0	0	0	human	Josef Matl	Q106644	3.88
1315	Q106662	15	0	18	0	2	1	human	John Lydon	Q106662	4.96
1317	Q106666	3	0	4	0	0	0	human	Helene Amalie Krupp	Q106666	3.02
1319	Q106674	9	0	1	0	0	0	human	Tetje Mierendorf	Q106674	3.91
1321	Q106697	4	0	8	0	0	0	human	Fedor Jagor	Q106697	3.94
1323	Q106717	3	0	0	0	0	0	human	Christine Teipel	Q106717	2.1
1325	Q106730	7	0	0	0	0	0	human	Hajo Hayen	Q106730	3.04
1327	Q106741	8	0	6	0	0	1	human	Uschi Karnat	Q106741	3.63
1329	Q106742	7	0	1	0	0	0	human	Volker Perthes	Q106742	3.8
1331	Q106745	13	0	10	0	0	2	human	Martin Heisenberg	Q106745	3.72
1333	Q106747	6	0	0	0	0	1	human	Burkhard Jung	Q106747	4.12
1335	Q106752	4	0	0	0	0	0	human	Hüseyin Erdem	Q106752	2.99
1337	Q106765	10	0	1	0	0	1	human	Siegfried Schnabl	Q106765	3.03
1339	Q106781	10	0	3	0	0	1	human	Samuel Finzi	Q106781	3.96
1341	Q106786	2	0	0	0	0	0	human	Felix Boehm	Q106786	3.17
1343	Q106788	3	0	0	0	0	0	human	Sebastian Fichtner	Q106788	2.99
1345	Q106795	14	0	9	0	0	1	human	Albert Ostermaier	Q106795	3.94
1347	Q106797	9	0	5	0	0	0	human	Luci van Org	Q106797	3.95
1349	Q106816	11	0	8	0	0	2	human	Àlex Brendemühl	Q106816	3.96
1351	Q106838	2	0	0	0	0	0	human	Eberhard von Hofacker	Q106838	3.51
1353	Q106843	6	0	1	0	0	0	human	Monica Ivancan	Q106843	3.65
1355	Q106846	4	0	1	0	0	2	human	Iva Mihanović	Q106846	3.09
1357	Q106849	5	0	0	0	0	1	human	Richard von Conta	Q106849	3.51
1359	Q10685	9	0	5	0	0	2	human	Louise Ebrel	Q10685	3.91
1361	Q106888	1	0	0	0	0	0	human	Rolf Heyne	Q106888	3.1
1363	Q106904	4	0	5	0	0	1	human	Hermann Frank Meyer	Q106904	3.01
1365	Q106917	14	0	0	0	0	0	human	Thassilo von Scheffer	Q106917	3.88
1367	Q106932	3	0	0	0	0	1	human	Christoph Sonntag	Q106932	3.74
1369	Q106933	6	0	0	0	0	0	human	Michel Buck	Q106933	3.21
1371	Q106949	7	0	7	0	0	3	human	Saul Perlmutter	Q106949	4.0
1373	Q106967	6	0	1	0	0	2	human	Walter Spindler	Q106967	3.08
1375	Q106968	5	0	2	0	0	2	human	Karl Arndt	Q106968	3.0
1377	Q106971	8	0	0	0	0	0	human	Črtomir Zupančič	Q106971	3.65
1379	Q106993	8	0	5	0	0	0	human	Wolfgang Willrich	Q106993	3.95
1381	Q107000	21	0	11	0	0	1	human	Mirza Ghalib	Q107000	4.34
1383	Q107008	23	0	13	0	0	2	human	Count Basie	Q107008	4.91
1385	Q107010	8	0	0	0	0	0	human	Hellmuth Frey	Q107010	3.04
