	item_id	book_instance	reports_policy_legislation_and_technical_documentation_instance	databases_instance	academic_scientific	news_media_sources	wiki	category	Item label	Item ID	Weighted ORES Score
4825	Q129414	3	0	6	0	0	1	human	Wanda Jarszewska	Q129414	3.6
4827	Q129430	4	0	0	0	0	0	human	Thomas Taber II	Q129430	3.65
4829	Q129436	10	0	0	0	0	0	human	E. J. Dionne	Q129436	4.14
4831	Q12944	6	0	1	0	0	0	human	François-Noël Buffet	Q12944	3.87
4833	Q129443	11	0	4	0	0	1	human	Orlando Hernández	Q129443	3.87
4835	Q129552	9	0	3	0	0	1	human	Helge Norbakken	Q129552	3.25
4837	Q129566	6	0	4	0	0	0	human	Harald Kihle	Q129566	3.48
4839	Q129588	4	0	6	0	0	0	human	Ediz Bahtiyaroğlu	Q129588	3.86
4841	Q129593	3	0	2	0	0	0	human	Georgi Palazov	Q129593	2.97
4843	Q129602	6	0	1	0	0	0	human	Vladan Matić	Q129602	3.4
4845	Q129603	1	0	9	0	0	2	human	Caesarius of Africa	Q129603	3.05
4847	Q129605	4	0	8	0	0	1	human	Andy Dalton	Q129605	3.83
4849	Q129615	6	0	2	0	0	1	human	Emilia Attías	Q129615	3.87
4851	Q129618	5	0	0	0	0	0	human	Tim Cain	Q129618	3.34
4853	Q12964	3	0	3	0	0	0	human	François-Xavier Villain	Q12964	3.91
4855	Q129674	8	0	19	0	0	2	human	Andrzej Bobola	Q129674	3.96
4857	Q129681	5	0	2	0	0	2	human	Corinne Marchand	Q129681	4.04
4859	Q129692	7	0	9	0	0	2	human	Siebe Schrijvers	Q129692	4.31
4861	Q12971	17	0	12	0	0	2	human	Leopold I of Belgium	Q12971	4.93
4863	Q129719	6	0	1	0	0	2	human	William Valk	Q129719	3.69
4865	Q129725	6	0	2	0	0	1	human	Henry Joel Scudder	Q129725	3.85
4867	Q129742	8	0	0	0	0	0	human	Jindřich Panský	Q129742	3.78
4869	Q129825	5	0	4	0	0	1	human	Konul Bunyadzade	Q129825	3.0
4871	Q129851	11	0	4	0	0	0	human	Kenan Görgün	Q129851	3.85
4873	Q129857	15	0	18	0	0	2	human	Francis I of France	Q129857	4.96
4875	Q129859	6	0	4	0	0	0	human	Carlos Maggi	Q129859	3.87
4877	Q129862	13	0	7	0	0	0	human	Francisco Salvador-Daniel	Q129862	3.91
4879	Q129881	0	0	0	0	0	0	human	Bilin Bilin	Q129881	2.92
4881	Q129930	2	0	3	0	0	0	human	Adelaide Lambert	Q129930	3.9
4883	Q129985	6	0	3	0	0	0	human	André Baudry	Q129985	3.8
4885	Q12999	0	0	2	0	0	0	human	Polydoor Lippens	Q12999	3.24
4887	Q130034	15	0	9	0	0	5	human	Peter Horton	Q130034	4.63
4889	Q130039	14	0	25	1	0	14	human	Cornelis Saftleven	Q130039	4.37
4891	Q130092	18	0	5	0	0	4	human	Valérie Donzelli	Q130092	4.64
4893	Q130111	5	0	0	0	0	1	human	Menulphus	Q130111	2.99
4895	Q130181	3	0	4	0	0	0	human	Negishi Shingorō	Q130181	3.01
4897	Q13020	14	0	12	0	0	0	human	Tivadar Soros	Q13020	4.02
4899	Q130376	6	0	9	0	0	1	human	Maria Zankovetska	Q130376	4.34
4901	Q130385	0	0	6	0	0	0	human	Kō Kimura	Q130385	3.0
4903	Q130387	14	0	10	0	0	0	human	Henryk Struve	Q130387	3.22
4905	Q130394	3	1	4	0	0	1	human	Loda Niemirzanka	Q130394	3.84
4907	Q130408	5	0	9	0	0	2	human	Princess Sophia of Nassau	Q130408	4.01
4909	Q130427	5	0	7	0	0	1	human	Eddie Råbock	Q130427	3.88
4911	Q130431	0	0	5	0	0	0	human	Xiao Xiang	Q130431	1.54
4913	Q130442	4	0	0	0	0	0	artefact	flag of Benin	Q130442	3.04
4915	Q130523	10	0	2	0	0	0	human	Ahmedou Ould-Abdallah	Q130523	3.82
4917	Q13055	5	0	9	1	0	3	human	Rémy Vercoutre	Q13055	4.34
4919	Q13057	4	0	6	1	0	1	human	Mathieu Gorgelin	Q13057	4.09
4921	Q130623	12	0	14	0	0	0	human	Aleksandrs Apsītis	Q130623	3.87
4923	Q130772	1	0	1	0	0	0	human	Harshavarman I	Q130772	2.99
4925	Q130780	14	0	12	0	0	1	human	John Gribbin	Q130780	3.72
4927	Q130786	11	0	11	0	0	1	human	Viktor Suvorov	Q130786	3.86
4929	Q130828	10	0	8	0	0	2	human	Yumi Asō	Q130828	3.74
4931	Q130883	8	0	6	0	0	0	human	Johannes Sløk	Q130883	3.93
4933	Q130937	3	0	0	0	0	0	human	Yaroslav Melnikov	Q130937	3.0
4935	Q130967	0	0	8	0	0	0	human	Ricardo Leoncio Elías Arias	Q130967	3.12
4937	Q130992	1	0	7	0	0	2	human	Mia Talerico	Q130992	3.79
4939	Q130997	29	0	14	0	0	1	human	Damasus I	Q130997	4.95
4941	Q131018	29	0	17	0	0	1	human	François Rabelais	Q131018	4.96
4943	Q131133	2	0	0	0	0	2	feeling	determinism	Q131133	4.23
4945	Q131162	5	0	12	0	0	2	human	Dionysius	Q131162	4.16
4947	Q131259	17	0	17	0	0	2	human	Alexander Rybak	Q131259	4.9
4949	Q131276	5	0	1	0	0	0	artefact	International Standard Serial Number	Q131276	4.13
4951	Q131355	11	0	5	0	0	0	human	Zulfiqar Ali Bhutto	Q131355	4.44
4953	Q131665	3	0	7	0	0	3	human	Lola Pagnani	Q131665	4.24
4955	Q131671	7	0	12	2	0	0	human	Xenophanes	Q131671	4.46
4957	Q1317	23	14	17	0	5	1	human	Osama bin Laden	Q1317	4.94
4959	Q131761	14	0	17	0	0	8	human	Humphry Davy	Q131761	4.96
4961	Q131821	6	0	0	0	0	1	human	Kid Crème	Q131821	3.0
4963	Q131871	7	0	0	0	0	0	human	Mikael Johansson	Q131871	3.61
4965	Q131895	13	0	0	0	0	0	human	Ross Filipo	Q131895	3.22
4967	Q131927	4	0	4	0	0	2	human	Gérard Debaets	Q131927	3.12
4969	Q131942	10	0	5	0	0	7	human	Kendrick Perkins	Q131942	4.43
4971	Q131981	19	0	9	0	0	1	human	George II of Great Britain	Q131981	4.96
4973	Q131987	12	0	2	0	0	0	human	Gabriel Bertrand	Q131987	3.92
4975	Q131991	6	0	5	0	0	0	human	Mogens Camre	Q131991	3.95
4977	Q132071	13	0	1	0	0	0	human	David Scott	Q132071	3.97
4979	Q132083	5	0	4	0	0	0	human	Roman Uzdenov	Q132083	3.79
4981	Q132097	5	0	1	0	0	0	human	Jörg Ludewig	Q132097	3.52
4983	Q132100	3	0	11	0	0	2	human	Anterus	Q132100	4.62
4985	Q132105	22	0	7	0	0	2	human	Frances Yates	Q132105	4.68
4987	Q132147	28	0	2	0	0	3	human	Sania Mirza	Q132147	4.59
4989	Q132185	6	0	1	1	0	0	human	William Plumer	Q132185	3.95
4991	Q132280	6	0	9	0	0	0	human	Seiji Maehara	Q132280	3.7
4993	Q132286	3	0	1	0	0	1	human	Simon I de Montfort	Q132286	3.39
4995	Q132303	4	0	2	0	0	1	human	Robert Lindsay	Q132303	3.16
4997	Q132305	18	0	21	5	0	11	human	Willem de Kooning	Q132305	4.95
4999	Q132322	1	0	7	0	0	0	human	Alexander Vencel	Q132322	4.34
5001	Q132330	6	1	0	0	0	2	human	Horace Maynard	Q132330	3.98
5003	Q132359	7	0	3	0	0	2	human	Larry Manetti	Q132359	3.88
5005	Q132430	14	0	9	0	0	4	human	Karl Urban	Q132430	4.77
5007	Q132488	4	0	5	0	0	1	human	Florence Baverel-Robert	Q132488	4.03
5009	Q1325	20	1	14	1	0	3	human	Friedrich Hayek	Q1325	4.95
5011	Q132682	37	0	14	0	0	1	human	Modest Petrovich Mussorgsky	Q132682	4.96
5013	Q132711	30	0	13	0	0	3	human	Paul V	Q132711	4.96
5015	Q132721	4	0	0	0	0	1	human	Adam Rammelmeyer	Q132721	3.87
5017	Q132723	11	0	16	0	0	0	human	Frans Eemil Sillanpää	Q132723	4.9
5019	Q1330	2	0	4	0	0	0	human	José Joaquín Prieto	Q1330	4.54
5021	Q13304	4	0	11	0	0	2	human	Mouhamadou Dabo	Q13304	3.36
5023	Q133050	28	0	15	0	0	5	human	Susan Sarandon	Q133050	4.95
5025	Q133054	28	0	14	3	0	1	human	Sylvia Plath	Q133054	4.95
5027	Q133060	16	0	9	0	0	0	human	Willem Barents	Q133060	4.86
5029	Q133308	17	1	5	0	0	3	human	Mohamed ElBaradei	Q133308	4.35
5031	Q133411	9	0	3	0	0	0	human	Davit Gvaramadze	Q133411	3.7
5033	Q133483	4	0	4	0	0	1	human	Zöe Lucker	Q133483	3.71
5035	Q133523	0	1	9	0	0	0	human	Andriy Tyahnybok	Q133523	2.98
5037	Q133600	10	0	16	6	1	1	human	Banksy	Q133600	4.95
5039	Q13374	1	0	7	0	0	1	human	Heorhiy V. Zaborsky	Q13374	3.82
5041	Q133783	2	0	0	0	0	0	human	Heather Bleasdale	Q133783	3.0
5043	Q133798	1	0	5	0	0	2	human	Renae Ayris	Q133798	2.99
5045	Q133820	10	0	10	0	0	4	human	Amber Valletta	Q133820	4.14
5047	Q133830	7	0	1	0	0	0	human	Alexandre Mouton	Q133830	3.95
5049	Q13387	2	0	16	0	0	6	human	Iosif Langbard	Q13387	3.96
5051	Q133873	11	0	1	0	0	0	human	Gustavo Tsuboi	Q133873	3.88
5053	Q133905	7	0	5	0	1	2	human	Jessie Godderz	Q133905	3.6
5055	Q133947	2	0	8	0	0	1	human	Jiří Dienstbier Jr.	Q133947	3.92
5057	Q133970	5	0	15	0	0	0	human	Irakli Sirbiladze	Q133970	3.57
5059	Q134068	13	0	6	0	0	1	human	Nawaz Sharif	Q134068	4.73
5061	Q134123	7	0	10	0	0	2	human	Prince Kyril, Prince of Preslav	Q134123	4.36
5063	Q134183	31	0	12	0	5	4	human	Magic Johnson	Q134183	4.96
5065	Q134247	5	0	2	0	0	1	artefact	flag of the United Arab Emirates	Q134247	3.13
5067	Q134259	13	0	7	0	0	2	human	Louis VII of France	Q134259	4.89
5069	Q134382	11	0	6	0	0	2	human	William Fox	Q134382	4.64
5071	Q134456	17	0	22	0	0	2	human	Yukio Mishima	Q134456	4.91
5073	Q134457	9	0	6	0	0	0	human	Choi Dong-won	Q134457	3.7
5075	Q134549	18	1	17	0	0	4	human	Ted Kennedy	Q134549	4.92
5077	Q134627	6	0	2	0	0	0	artefact	flag of the Philippines	Q134627	3.04
5079	Q134641	10	0	11	0	0	1	human	Erik Axel Karlfeldt	Q134641	4.94
5081	Q134646	25	0	17	0	0	2	human	Boniface VIII	Q134646	4.95
5083	Q134687	1	0	10	0	0	2	human	Felix I	Q134687	4.61
5085	Q134741	10	0	24	7	0	20	human	Camille Pissarro	Q134741	4.95
5087	Q134817	7	0	12	0	0	2	human	Abdul Hamid II	Q134817	4.93
5089	Q134864	22	0	15	0	0	6	human	Moondog	Q134864	4.63
5091	Q134867	10	0	16	0	0	4	human	Danny Boyle	Q134867	4.76
5093	Q13494	13	0	11	0	0	2	human	Jean-Pierre Papin	Q13494	4.43
5095	Q134942	19	0	18	1	1	0	human	William Somerset Maugham	Q134942	4.94
5097	Q135099	8	0	4	0	0	1	human	Robert Adams	Q135099	3.94
5099	Q135115	14	0	3	0	0	1	human	Tatana Sterba	Q135115	3.18
5101	Q135136	14	0	14	1	0	1	human	Fede Vico	Q135136	4.16
5103	Q135158	7	0	2	0	0	1	human	Melly Oitzl	Q135158	3.07
5105	Q135171	11	0	11	0	0	0	human	Elias James Corey	Q135171	4.51
5107	Q135273	0	0	5	0	0	2	human	Witold Mazur	Q135273	3.71
5109	Q135278	7	0	6	0	0	1	human	John Barwa	Q135278	3.2
5111	Q135303	11	0	5	0	0	0	human	Christian Grenier	Q135303	4.22
5113	Q13532	0	0	5	1	0	0	human	Merikukka Forsius	Q13532	3.68
5115	Q13552	10	0	0	0	0	0	human	Aki Rahunen	Q13552	3.79
5117	Q135555	8	0	5	0	0	2	human	Dick Lidman	Q135555	3.4
5119	Q135563	3	0	3	0	0	0	human	Shen Jun	Q135563	3.04
5121	Q135576	28	0	24	0	0	4	human	Alfred Radcliffe-Brown	Q135576	4.84
5123	Q135668	1	0	4	0	0	0	human	Sayed Murad Khan	Q135668	3.05
5125	Q135697	0	0	8	0	0	0	human	Sayaka Minami	Q135697	2.97
5127	Q135702	5	0	0	0	0	1	human	Edward H. East	Q135702	3.87
5129	Q136392	6	0	2	0	0	1	human	Guillaume Pepy	Q136392	3.87
5131	Q136596	4	0	4	0	0	0	human	Eduardo López de Romaña	Q136596	3.44
5133	Q136645	5	0	0	0	0	0	human	ZaZa	Q136645	3.38
5135	Q136854	0	0	2	0	0	0	human	Uge Khan	Q136854	1.52
5137	Q136918	3	0	7	0	0	1	human	Aatos Erkko	Q136918	3.78
5139	Q137014	1	0	1	0	0	1	artefact	AlSaudiah	Q137014	2.89
5141	Q137097	1	0	0	0	0	2	feeling	Alevism	Q137097	3.07
5143	Q137244	3	0	9	0	0	1	human	Alexei Uchitel	Q137244	4.0
5145	Q137264	2	0	3	0	0	1	human	Ace Steel	Q137264	3.08
5147	Q137352	9	0	17	0	0	0	human	Pavel Loukianenko	Q137352	3.02
5149	Q137460	3	0	1	0	0	0	human	Carl Godeffroy	Q137460	3.85
5151	Q137546	12	0	8	0	0	1	human	Matt Murphy	Q137546	3.92
5153	Q137634	11	0	6	0	0	1	human	Jackie Burroughs	Q137634	4.45
5155	Q137639	2	0	2	0	0	0	human	William IV, Count of Jülich	Q137639	3.4
5157	Q137657	7	0	7	0	0	1	human	Heather Vandeven	Q137657	4.05
5159	Q137679	12	0	5	3	0	0	human	Gertrude Atherton	Q137679	4.04
5161	Q137772	1	0	3	0	0	0	human	Simeon Zloković	Q137772	2.06
5163	Q137794	7	0	8	0	0	1	human	Hélder Barbosa	Q137794	3.74
5165	Q137808	6	0	8	0	0	0	human	Oona O'Neill	Q137808	4.73
5167	Q137814	13	0	9	0	0	1	human	James V of Scotland	Q137814	4.48
5169	Q137832	12	0	0	0	0	3	human	Kira Buckland	Q137832	3.76
5171	Q137881	24	0	10	0	0	1	human	Peter Criss	Q137881	4.34
5173	Q137938	8	0	1	0	0	0	human	Gordana Bošnakoska	Q137938	3.88
5175	Q138048	8	0	6	0	1	1	human	Park Geun-hye	Q138048	4.63
5177	Q138053	14	0	3	0	0	2	human	Bob Crane	Q138053	4.46
5179	Q1381	4	0	4	0	0	1	human	Dave Arneson	Q1381	3.92
5181	Q138129	4	0	1	0	0	0	human	Talat Yörük	Q138129	3.0
5183	Q138140	3	0	3	0	0	1	human	Deniz Akdeniz	Q138140	3.27
5185	Q138143	7	0	8	0	0	2	human	Mårten Hagström	Q138143	3.83
5187	Q138153	1	0	0	0	0	1	animal	Colo	Q138153	2.98
5189	Q138263	3	0	0	0	0	0	human	Omar Hanoune	Q138263	2.95
5191	Q138420	21	0	17	0	0	5	human	Oleg Penkovsky	Q138420	4.08
5193	Q138558	14	0	2	0	0	0	human	Marcus Rojas	Q138558	3.97
5195	Q138587	1	0	4	0	0	0	human	Herbert Morris	Q138587	3.98
5197	Q138598	6	0	0	0	0	0	human	Sanna Solberg-Isaksen	Q138598	3.93
5199	Q138712	2	0	5	0	0	2	human	Rain-in-the-Face	Q138712	3.98
5201	Q138745	1	0	7	0	0	0	human	Valtteri Bottas	Q138745	4.5
5203	Q138815	3	0	5	0	0	1	human	Hussain Shah	Q138815	3.41
5205	Q138824	9	0	9	0	0	1	human	Danna Paola	Q138824	4.35
5207	Q138832	33	0	8	0	0	3	human	Cesare Cantù	Q138832	4.46
5209	Q138843	1	0	12	0	0	0	human	Lukáš Zelenka	Q138843	4.1
5211	Q138856	18	0	7	0	0	2	human	Youssoupha	Q138856	4.3
5213	Q13888	21	0	32	0	0	4	human	Luchino Visconti	Q13888	4.9
5215	Q138890	1	0	7	0	0	0	human	Anton Jamnik	Q138890	3.08
5217	Q139083	4	0	6	0	0	3	human	Theramenes	Q139083	3.39
5219	Q139128	9	0	4	0	0	1	human	Reyhan Karaca	Q139128	3.91
5221	Q139172	10	0	1	0	0	0	human	Zac Sunderland	Q139172	3.0
5223	Q139223	25	0	14	0	1	0	human	Peter Maxwell Davies	Q139223	4.26
5225	Q139225	2	0	5	0	0	2	human	Þorgerður Katrín Gunnarsdóttir	Q139225	3.83
5227	Q139273	5	0	6	0	0	0	human	Zacchaeus Okoth	Q139273	3.04
5229	Q139411	7	0	0	0	0	2	human	Franz Pöschl	Q139411	3.07
5231	Q139457	4	0	0	0	0	0	human	Karel Anton Hošek	Q139457	2.81
5233	Q139466	2	0	0	0	0	0	human	Zacharias Allewelt	Q139466	2.98
5235	Q139475	7	0	3	0	0	0	human	Zacharias Chrysopolitanus	Q139475	3.91
5237	Q139478	3	0	0	0	0	1	human	Zacharias Gartz	Q139478	3.04
5239	Q139511	3	0	0	0	0	0	human	Zacharias Lewala	Q139511	2.88
5241	Q139517	5	0	1	0	0	0	human	Zacharias Lund	Q139517	3.74
5243	Q139518	3	0	3	0	1	2	human	Zacharias Janssen	Q139518	3.84
5245	Q139525	7	0	1	0	0	0	human	Zacharias Preen	Q139525	3.86
5247	Q139610	4	0	6	0	0	3	human	Zachary Knighton	Q139610	3.86
5249	Q139616	1	0	6	0	0	0	human	Inārs Kivlenieks	Q139616	3.87
5251	Q139636	11	0	1	0	0	0	human	Zaven Biberyan	Q139636	3.07
5253	Q139655	5	0	0	0	0	1	human	James E. Davis	Q139655	3.22
5255	Q139656	1	0	1	0	0	0	human	Zachary Isaiah Williams	Q139656	3.32
5257	Q139697	5	0	5	0	0	4	human	Zachery Ty Bryan	Q139697	3.83
5259	Q139797	0	0	4	0	0	2	human	Zacchaeus of Jerusalem	Q139797	3.01
5261	Q139800	9	0	10	0	0	1	human	Elbasan Rashani	Q139800	4.22
5263	Q139804	7	0	1	0	0	0	human	Zachaeus Faber	Q139804	3.0
5265	Q13982	8	0	6	0	0	1	human	Alberto Bayo	Q13982	3.79
5267	Q139855	8	0	1	0	0	1	human	Zack Phillips	Q139855	3.77
5269	Q139911	3	0	2	0	0	0	human	Şaban Özdoğan	Q139911	3.7
5271	Q139933	15	0	5	0	0	2	human	Zack de la Rocha	Q139933	3.99
5273	Q140043	6	0	5	0	0	2	human	Fernando del Valle	Q140043	3.65
5275	Q140092	2	0	2	0	0	0	human	Hurshid Pasha	Q140092	3.04
5277	Q140096	13	0	18	1	0	4	human	Crispijn van de Passe the Elder	Q140096	4.09
5279	Q14010	5	0	10	0	0	0	human	Ursula Martin	Q14010	3.86
5281	Q140229	0	0	3	0	0	0	human		Q140229	1.89
5283	Q140235	9	0	11	0	0	1	human	James Scott, 1st Duke of Monmouth	Q140235	4.08
5285	Q140249	0	0	6	0	0	0	human	Iosif Korenevsky	Q140249	2.97
5287	Q14027	5	0	10	0	0	1	human	Tony Romo	Q14027	4.0
5289	Q14042	11	0	5	0	0	1	human	Willy Moon	Q14042	3.93
5291	Q14045	28	0	10	0	0	2	human	Moby	Q14045	4.95
5293	Q14049	21	0	15	1	0	6	human	Spencer Fullerton Baird	Q14049	4.75
5295	Q140583	8	0	1	0	0	1	human	Luis Estrada	Q140583	3.45
5297	Q140775	1	0	0	0	0	1	artefact	.бг	Q140775	2.95
5299	Q14096	2	0	5	0	0	1	human	Johanna Moore	Q14096	3.76
5301	Q140975	0	0	5	0	0	0	human	Nikifor Bladyko	Q140975	2.91
5303	Q14098	6	0	1	0	0	5	human	Caryn Navy	Q14098	3.76
5305	Q14101	11	0	0	0	0	0	human	Angela Orebaugh	Q14101	3.32
5307	Q14102	5	0	1	0	0	3	human	Wanda Orlikowski	Q14102	3.68
5309	Q14104	0	0	6	0	0	0	human	Susan Owicki	Q14104	3.59
5311	Q14106	2	0	0	0	0	0	human	Stormy Peters	Q14106	3.0
5313	Q141094	5	0	5	0	0	3	human	Bahram-Shah of Ghazna	Q141094	2.93
5315	Q141105	5	0	6	0	0	2	human	Arslan-Shah of Ghazna	Q141105	2.29
5317	Q141354	8	0	12	1	0	2	human	Sebastian Kehl	Q141354	4.67
5319	Q141526	10	0	0	0	0	1	human	Larry Thompson	Q141526	3.8
5321	Q141561	12	0	4	0	0	0	human	Johannes Enders	Q141561	3.87
5323	Q1416	16	0	9	0	0	0	human	Otho	Q1416	4.91
5325	Q141646	0	0	0	0	0	0	human	Snoqualmie Indian Tribe	Q141646	2.98
5327	Q141704	18	0	1	0	0	1	human	George Meany	Q141704	3.92
5329	Q141753	25	1	16	0	0	0	human	William Roper	Q141753	3.93
5331	Q141791	9	0	10	0	0	0	human	Moctezuma II	Q141791	3.75
5333	Q142045	4	0	2	0	0	0	human	Marco Mariani	Q142045	3.48
5335	Q142073	2	0	2	1	0	0	human	Ledia Dushi	Q142073	2.99
5337	Q142086	3	0	0	0	0	0	human	Basile Guy Marie Victor Baltus de Pouilly	Q142086	3.14
5339	Q1421	25	0	7	0	0	0	human	Titus	Q1421	4.95
5341	Q14218	8	0	1	0	0	1	human	Colette Rolland	Q14218	3.88
5343	Q142309	8	0	7	0	0	0	human	Michael Sattler	Q142309	3.28
5345	Q142440	14	0	0	0	0	0	human	Karlo Štajner	Q142440	3.06
5347	Q142501	14	0	7	0	1	1	human	Ray Barrett	Q142501	4.14
5349	Q14252	6	0	7	0	0	0	human	Diane Souvaine	Q14252	3.82
5351	Q142582	2	0	3	0	0	0	human	Guillermo González Camaren	Q142582	3.25
5353	Q142609	13	0	15	9	0	1	human	William Amherst, 1st Earl Amherst	Q142609	4.24
5355	Q142627	15	0	4	0	0	0	human	Jules Van den Heuvel	Q142627	3.88
5357	Q14263	7	0	10	0	0	1	human	Ileana Streinu	Q14263	3.84
5359	Q142756	4	0	3	0	0	1	human	Sven Nylander	Q142756	3.53
5361	Q14277	39	0	25	1	0	8	human	William Herschel	Q14277	4.94
5363	Q142781	10	0	5	0	0	0	human	Georgi Danailov	Q142781	3.96
5365	Q142881	9	0	2	0	0	0	human	Frederick Herzberg	Q142881	3.79
5367	Q142883	3	0	0	0	0	0	human	Ralf Benschu	Q142883	3.78
5369	Q143030	2	0	12	0	0	4	human	Rostislav Yankovsky	Q143030	3.52
5371	Q14307	6	0	9	0	0	0	human	Nicolas Leblanc	Q14307	4.57
5373	Q143099	4	0	7	0	0	2	human	Sviatopolk II of Kiev	Q143099	3.58
5375	Q143104	5	0	5	0	0	1	human	Karl-Heinz Körbel	Q143104	3.95
5377	Q143299	4	0	6	0	0	0	human	Yuri Gunko	Q143299	3.79
5379	Q143369	7	0	2	0	0	1	human	Alice Drummond	Q143369	4.19
5381	Q143370	7	0	0	0	0	0	human	Steven V. Carter	Q143370	3.83
5383	Q143424	4	0	0	0	0	0	human	Vedran Mataija	Q143424	2.98
5385	Q143426	2	0	0	0	0	1	human	Peter Faneuil	Q143426	3.85
5387	Q143489	1	0	2	0	0	0	human	Willie Maley	Q143489	3.28
5389	Q143499	9	0	8	0	0	0	human	Ramón José Velásquez	Q143499	3.82
5391	Q143524	0	0	0	0	0	0	human	Jo Le Guen	Q143524	2.95
5393	Q143595	13	1	40	1	0	14	human	Stradanus	Q143595	4.22
5395	Q14378	1	0	2	1	0	0	feeling	neoclassicism	Q14378	3.86
5397	Q143993	5	0	1	0	0	1	human	Hannie Lips	Q143993	3.87
5399	Q144041	2	0	0	0	0	0	human	Cao Dan	Q144041	3.0
5401	Q144090	14	0	7	0	0	0	human	Edward Elmer Smith	Q144090	3.98
5403	Q144186	4	0	1	0	0	0	human	Zahra Mohammadzadeh	Q144186	3.09
5405	Q14430	22	0	6	0	0	0	human	Ignacy Daszyński	Q14430	4.15
5407	Q144354	2	0	1	0	0	0	human	Dimitri Logothetis	Q144354	3.12
5409	Q144391	24	1	7	0	0	3	human	Mahasweta Devi	Q144391	4.07
5411	Q144476	3	0	0	0	0	0	human	Toni Jo Henry	Q144476	3.06
5413	Q144491	2	0	1	0	0	0	human	Alberto Guerrero	Q144491	3.91
5415	Q144566	3	0	2	0	0	0	human	Zak Spears	Q144566	3.04
5417	Q144611	3	0	4	0	0	0	human	Countess Maria Anna of Oettingen-Spielberg	Q144611	3.17
5419	Q144615	2	0	8	0	0	2	human	Zakaria Mohieddin	Q144615	3.84
5421	Q144621	0	0	0	0	0	0	human	Zakarias Tormóðsson	Q144621	2.34
5423	Q144631	11	0	1	0	0	0	human	Niels Overweg	Q144631	3.32
5425	Q144653	20	0	7	0	0	1	human	Zakes Mda	Q144653	3.95
5427	Q144667	2	0	7	0	0	0	human	Femi Opabunmi	Q144667	3.41
5429	Q144689	4	0	11	0	0	1	human	Efe Sodje	Q144689	3.73
5431	Q144729	6	0	7	0	0	1	human	James Knox	Q144729	3.91
5433	Q144735	2	0	8	0	0	0	human	Justice Christopher	Q144735	4.19
5435	Q144827	2	0	9	0	0	1	human	Augusto Pestana	Q144827	3.29
5437	Q144850	18	0	2	0	0	1	human	John Hollenbeck	Q144850	3.96
5439	Q145076	3	0	1	0	0	0	human	Ernesto Prinoth	Q145076	3.01
5441	Q145101	3	0	2	0	0	1	human	Itte Detenamo	Q145101	3.87
5443	Q145132	10	0	11	0	0	4	human	Robert Taylor	Q145132	4.9
5445	Q145193	12	0	2	0	0	1	human	Zalmay Khalilzad	Q145193	4.13
5447	Q14524	8	0	10	0	0	0	human	Charles Messier	Q14524	4.63
5449	Q145346	10	0	1	0	0	0	human	Baby Halder	Q145346	3.08
5451	Q145514	15	0	1	0	0	1	human	Wanessa Camargo	Q145514	3.46
5453	Q145531	4	0	9	0	0	1	human	Ifeanyi Udeze	Q145531	3.75
5455	Q145606	4	0	7	0	0	2	human	Albert VI, Archduke of Austria	Q145606	3.84
5457	Q145710	4	0	1	0	0	0	human	Quincas Laranjeiras	Q145710	3.01
5459	Q145718	1	0	6	0	0	0	human	Conrad II, Duke of Transjurane Burgundy	Q145718	3.32
5461	Q145759	6	0	2	0	0	1	human	Özden Örnek	Q145759	3.03
5463	Q145792	144	0	2	0	0	0	human	David Miedema	Q145792	3.86
5465	Q145819	5	0	2	0	0	0	human	Adolf Wamper	Q145819	4.01
5467	Q145829	5	0	0	0	0	0	human	Samuel Bunch	Q145829	3.78
5469	Q145898	0	0	0	0	0	0	feeling	Zamorano cheese	Q145898	3.01
5471	Q146041	5	0	6	0	0	0	human	Zan Ganassa	Q146041	3.88
5473	Q146059	1	0	2	0	0	0	human	Zana Krasniqi	Q146059	2.98
5475	Q146119	8	0	10	0	0	1	human	Vladimir Jugović	Q146119	4.13
5477	Q146183	35	0	17	0	0	3	human	John Bosco	Q146183	4.94
5479	Q146276	5	0	0	0	0	1	human	Stephen Bright	Q146276	2.99
5481	Q146291	10	0	0	0	0	0	human	Ardeshir Cowasjee	Q146291	2.97
5483	Q14655	3	0	6	0	0	2	human	Pelagius	Q14655	3.91
5485	Q146763	16	0	6	0	0	2	human	Zane Grey	Q146763	4.9
5487	Q147036	1	0	3	0	0	0	human	Muhammad az-Zanati	Q147036	3.13
5489	Q147062	8	0	4	0	0	1	human	DJ Zany	Q147062	3.09
5491	Q147144	43	1	24	0	0	2	human	Zao Wou-Ki	Q147144	4.14
5493	Q147172	8	0	9	0	0	1	human	Vincent Enyeama	Q147172	4.29
5495	Q14718	1	0	1	0	0	0	human	Veikko Iivanainen	Q14718	3.0
5497	Q14737	2	0	0	0	0	0	human	Keijo Korhonen	Q14737	2.98
5499	Q147453	15	0	2	0	0	2	human	Zappacosta	Q147453	3.48
5501	Q147516	0	0	1	0	0	1	feeling	magic realism	Q147516	3.45
5503	Q147581	3	0	5	0	0	0	human	Yang Liwei	Q147581	4.08
5505	Q147676	17	0	17	0	0	2	human	Giovanni da Verrazzano	Q147676	4.8
5507	Q147896	11	0	8	0	0	2	human	Joseph Yobo	Q147896	4.28
5509	Q148	20	59	127	2	1	5	country	People's Republic of China	Q148	4.83
